scenario,par_rele,TDS_principal,Pickup_principal,TDS_respaldo,Pickup_respaldo
cenario_1,91,0.31864944100379944,0.34201952815055847,0.12034090608358383,0.5016068816184998
cenario_1,92,0.19537822902202606,0.4233151972293854,0.05967845395207405,0.5091278553009033
cenario_1,93,0.20671097934246063,0.3536016345024109,0.20933645963668823,0.11798813939094543
cenario_1,94,0.391743540763855,0.3717202842235565,0.274893581867218,0.3194570243358612
cenario_1,95,0.32734453678131104,0.37262338399887085,0.31074047088623047,0.06391137838363647
cenario_1,96,0.06810048967599869,0.4843403100967407,0.05870303884148598,0.5395311713218689
cenario_1,97,0.08530963212251663,0.784172534942627,0.2614957392215729,0.36112603545188904
cenario_1,98,0.055767569690942764,0.7712352871894836,0.07089667022228241,0.4924597144126892
cenario_1,99,0.09859440475702286,0.1411880999803543,0.042961958795785904,0.6811267137527466
cenario_1,100,0.1446070373058319,0.13194464147090912,0.08255591988563538,0.486388623714447
cenario_2,1,0.13497412204742432,0.04446519538760185,0.4630058705806732,0.003915191628038883
cenario_2,2,0.14167644083499908,0.07683733850717545,0.09017856419086456,0.3495005965232849
cenario_2,3,0.04336032643914223,0.5612249374389648,0.430377721786499,0.2927786409854889
cenario_2,4,0.08733541518449783,0.5843656063079834,0.636851966381073,0.13598737120628357
cenario_2,5,0.026760226115584373,0.49949389696121216,0.13674037158489227,0.5274949669837952
cenario_2,6,0.6207030415534973,0.16339202225208282,0.05876276269555092,0.5213882923126221
cenario_2,7,0.6802955269813538,0.1444089561700821,0.03996211662888527,0.6384052038192749
cenario_2,8,0.777040958404541,0.12196425348520279,0.05657142773270607,0.49270734190940857
cenario_2,9,0.7699273228645325,0.11125121265649796,0.05765514448285103,0.6481180191040039
cenario_2,10,0.05514899268746376,0.4908432066440582,0.04470716789364815,0.6530304551124573
cenario_2,11,0.057321105152368546,0.6936596632003784,0.7130563259124756,0.12999290227890015
cenario_2,12,0.06818810850381851,0.6319377422332764,0.7158471345901489,0.10604363679885864
cenario_2,13,0.029925083741545677,0.6683102250099182,0.0820980817079544,0.6336190700531006
cenario_2,14,0.6545165181159973,0.13221313059329987,0.08785942196846008,0.4410909414291382
cenario_2,15,0.6838594079017639,0.13150463998317719,0.05533737316727638,0.7552818059921265
cenario_2,16,0.7343629002571106,0.21593323349952698,0.04927641525864601,0.7199562191963196
cenario_2,17,0.6714465618133545,0.24701449275016785,0.059256378561258316,0.768009603023529
cenario_2,18,0.0818069651722908,0.4534144401550293,0.06252279877662659,0.5655068159103394
cenario_2,19,0.06159761920571327,0.8584404587745667,0.6879920959472656,0.24911946058273315
cenario_2,20,0.010266339406371117,0.5681749582290649,0.06405563652515411,0.6304121017456055
cenario_2,21,0.058471981436014175,0.8178207278251648,0.05837230756878853,0.8587660789489746
cenario_2,22,0.060016874223947525,0.6412684917449951,0.03397536650300026,0.7586163878440857
cenario_2,23,0.06121835485100746,0.7566432952880859,0.041745204478502274,0.8637589812278748
cenario_2,24,0.009134804829955101,0.7567813992500305,0.06756915152072906,0.8331602215766907
cenario_2,25,0.1624654233455658,0.6366665363311768,0.10467490553855896,0.7752353549003601
cenario_2,26,0.06654060631990433,0.44773319363594055,0.641708254814148,0.16220572590827942
cenario_2,27,0.10305554419755936,0.7790253758430481,0.29748085141181946,0.8200100660324097
cenario_2,28,0.06467730551958084,0.7598762512207031,0.3750544786453247,0.06084766983985901
cenario_2,29,0.05380764976143837,0.3778115510940552,0.05967675521969795,0.43880409002304077
cenario_2,30,0.019991761073470116,1.047213077545166,0.3116194009780884,0.820593535900116
cenario_2,31,0.07065371423959732,1.0298328399658203,0.07025095820426941,0.37482255697250366
cenario_2,32,0.350643128156662,0.07072258740663528,0.05872048810124397,0.48288485407829285
cenario_2,33,0.3963179290294647,0.04407809302210808,0.06134827807545662,0.4802832305431366
cenario_2,34,0.07570833712816238,0.6192002892494202,0.059827107936143875,0.6903196573257446
cenario_2,35,0.695151686668396,0.1513855904340744,0.07047794759273529,0.41140875220298767
cenario_2,36,0.5984518527984619,0.16687197983264923,0.08926963806152344,0.48479756712913513
cenario_2,37,0.5625718235969543,0.14765529334545135,0.04619552567601204,0.6340425610542297
cenario_2,38,0.4784366190433502,0.14735637605190277,0.09475532174110413,0.49821922183036804
cenario_2,39,0.03770921006798744,0.44730862975120544,0.5218876004219055,0.11504080891609192
cenario_2,40,-7.05665661371313e-05,0.4746440351009369,0.09862950444221497,0.6189243793487549
cenario_2,41,0.030254459008574486,0.46468937397003174,0.16084976494312286,0.5538803935050964
cenario_2,42,0.19089752435684204,0.4136889576911926,0.08081784844398499,0.4581568241119385
cenario_2,43,0.1722111701965332,0.44498786330223083,0.03412430360913277,0.6606753468513489
cenario_2,44,0.04410392418503761,0.630989670753479,0.37526410818099976,0.20060279965400696
cenario_2,45,0.47925373911857605,0.13588182628154755,0.07294681668281555,0.4699293375015259
cenario_2,46,0.4978165030479431,0.11888686567544937,0.0849965512752533,0.5323727130889893
cenario_2,47,0.056908730417490005,0.9328740239143372,1.9102526903152466,0.2068450152873993
cenario_2,48,0.04345789924263954,0.4302257299423218,0.08008041977882385,0.5232651829719543
cenario_2,49,0.10161999613046646,0.8756812214851379,0.12701037526130676,0.8976317048072815
cenario_2,50,0.07283759862184525,0.5579890608787537,0.7030966281890869,0.14019998908042908
cenario_2,51,0.045682016760110855,0.9131619334220886,0.09533156454563141,0.8922929167747498
cenario_2,52,0.6010785102844238,0.189900740981102,0.08357885479927063,0.812666118144989
cenario_2,53,0.6736338138580322,0.1581261307001114,0.050343114882707596,0.42952415347099304
cenario_2,54,0.048341963440179825,0.9779525995254517,1.3023935556411743,0.23810294270515442
cenario_2,55,0.07390625029802322,0.48147061467170715,0.09492768347263336,0.5410374999046326
cenario_2,56,0.04027837887406349,0.9117895364761353,0.07168912887573242,0.9507778882980347
cenario_2,57,0.11770594865083694,0.5420552492141724,0.7738116383552551,0.11233097314834595
cenario_2,58,0.04606500640511513,0.8597596883773804,0.08421659469604492,0.9051069617271423
cenario_2,59,0.7493541836738586,0.14541970193386078,0.07679323852062225,0.8956788182258606
cenario_2,60,0.8108253479003906,0.11835099011659622,0.06474635004997253,0.41521960496902466
cenario_2,61,1.1096612215042114,0.17538191378116608,0.0731046199798584,0.8245676159858704
cenario_2,62,1.077353596687317,0.1743020862340927,0.0851142555475235,0.8795973062515259
cenario_2,63,0.04702884331345558,0.4135640859603882,0.07605008780956268,0.48111534118652344
cenario_2,64,1.903967022895813,0.24155481159687042,0.047508422285318375,1.0500922203063965
cenario_2,65,1.835436463356018,0.2688089609146118,0.04014329984784126,0.5705196261405945
cenario_2,66,0.013237511739134789,0.4447063207626343,0.056511763483285904,0.4166177213191986
cenario_2,67,1.359870433807373,0.3734402060508728,0.1320079118013382,0.9738457798957825
cenario_2,68,1.4846386909484863,0.3730677366256714,0.031330425292253494,0.42285996675491333
cenario_2,69,0.04162916913628578,0.5482654571533203,0.07587739825248718,0.5532330274581909
cenario_2,70,0.0691310241818428,0.9422173500061035,1.0249760150909424,0.2026357352733612
cenario_2,71,0.032262686640024185,0.48294752836227417,0.06063317134976387,0.5837090611457825
cenario_2,72,0.05770966783165932,0.9361359477043152,0.09041646122932434,0.9264898300170898
cenario_2,73,0.0542793907225132,0.607046902179718,0.052486080676317215,0.6944435238838196
cenario_2,74,0.04006752744317055,0.8405795097351074,0.05738716199994087,0.9089577198028564
cenario_2,75,0.01303318701684475,0.7128767371177673,0.08527585864067078,0.7475968599319458
cenario_2,76,0.06575731188058853,0.9603407382965088,1.5193445682525635,0.3351355791091919
cenario_2,77,0.06444371491670609,0.5706656575202942,0.9408616423606873,0.0626629889011383
cenario_2,78,0.04616126790642738,0.954568088054657,0.09845909476280212,0.940488874912262
cenario_2,79,0.9614928364753723,0.08456210047006607,0.04552305117249489,0.9139005541801453
cenario_2,80,0.9462098479270935,0.04891113564372063,0.05366206541657448,0.5078701972961426
cenario_2,81,1.3818690776824951,0.2147698849439621,0.08776801824569702,0.9401760697364807
cenario_2,82,1.3203264474868774,0.224714994430542,0.08527681231498718,0.922010064125061
cenario_2,83,0.03588098660111427,0.4766995906829834,0.09496833384037018,0.4670078456401825
cenario_2,84,1.1341445446014404,0.12942467629909515,0.05276726558804512,0.9772852063179016
cenario_2,85,1.1250356435775757,0.15574957430362701,0.02530794031918049,0.45288124680519104
cenario_2,86,0.024360155686736107,1.0198100805282593,1.0261611938476562,0.18528443574905396
cenario_2,87,0.07207552343606949,0.6776393055915833,1.1223187446594238,0.12168771028518677
cenario_2,88,1.1089900732040405,0.12147311121225357,0.17748264968395233,0.41943085193634033
cenario_2,89,1.0836834907531738,0.10843963176012039,0.2194654792547226,0.4756500720977783
cenario_2,90,0.2951672673225403,0.36731284856796265,0.09142771363258362,0.627987802028656
cenario_2,91,0.2878977060317993,0.37916383147239685,0.12251283973455429,0.512871503829956
cenario_2,92,0.13446703553199768,0.49455779790878296,0.05383554473519325,0.5243971347808838
cenario_2,93,0.18906500935554504,0.5146717429161072,0.2100701481103897,0.16267186403274536
cenario_2,94,0.41888609528541565,0.30861347913742065,0.24190817773342133,0.3665805757045746
cenario_2,95,0.37829291820526123,0.3001841604709625,0.2458788901567459,0.05436334013938904
cenario_2,96,0.019706105813384056,0.5514819025993347,0.05020259693264961,0.5725929737091064
cenario_2,97,0.0807720497250557,0.7662147283554077,0.2596500813961029,0.3359031677246094
cenario_2,98,0.029967939481139183,0.7580031156539917,0.06467990577220917,0.570675253868103
cenario_2,99,0.1646108776330948,0.08511511236429214,0.03748360648751259,0.6854479312896729
cenario_2,100,0.2159510999917984,0.07509476691484451,0.08451995253562927,0.46652039885520935
cenario_3,1,0.12187013775110245,0.04198227450251579,0.42859169840812683,0.043521612882614136
cenario_3,2,0.12489042431116104,0.081050343811512,0.08732177317142487,0.3647703230381012
cenario_3,3,0.05627569928765297,0.5358030200004578,0.42659667134284973,0.30626335740089417
cenario_3,4,0.11629725247621536,0.5783057808876038,0.6109741926193237,0.17891517281532288
cenario_3,5,0.024053281173110008,0.5052658319473267,0.1373642086982727,0.527760922908783
cenario_3,6,0.609432578086853,0.1929117888212204,0.06377215683460236,0.5737665891647339
cenario_3,7,0.655753493309021,0.173146590590477,0.049014393240213394,0.6725475192070007
cenario_3,8,0.773772656917572,0.12566478550434113,0.05280022695660591,0.5026909708976746
cenario_3,9,0.7461708784103394,0.11258793622255325,0.06112485006451607,0.6905121803283691
cenario_3,10,0.05151674523949623,0.5414528846740723,0.06599773466587067,0.6650114059448242
cenario_3,11,0.09076631814241409,0.6733710169792175,0.7808248996734619,0.1052517294883728
cenario_3,12,0.07269919663667679,0.6680577397346497,0.6505593061447144,0.14627951383590698
cenario_3,13,0.03825205937027931,0.6784971952438354,0.07519729435443878,0.6705408096313477
cenario_3,14,0.6366674900054932,0.16031308472156525,0.07651622593402863,0.47127631306648254
cenario_3,15,0.6813110113143921,0.14683856070041656,0.05750275030732155,0.7816296219825745
cenario_3,16,0.7184210419654846,0.23253066837787628,0.0488106794655323,0.7471409440040588
cenario_3,17,0.6561570167541504,0.26763755083084106,0.060537029057741165,0.7868356108665466
cenario_3,18,0.08301744610071182,0.4735475778579712,0.060201141983270645,0.5818269848823547
cenario_3,19,0.06000659242272377,0.8509466648101807,0.6716435551643372,0.25749313831329346
cenario_3,20,0.0153545793145895,0.5794888138771057,0.06342479586601257,0.6395390629768372
cenario_3,21,0.0593058206140995,0.8001255989074707,0.057120177894830704,0.8517312407493591
cenario_3,22,0.06258425861597061,0.6459339261054993,0.033524397760629654,0.7604501247406006
cenario_3,23,0.06062209978699684,0.7412819862365723,0.039808858186006546,0.8523004651069641
cenario_3,24,0.012277578935027122,0.7524875402450562,0.06757639348506927,0.8320808410644531
cenario_3,25,0.13219749927520752,0.6535007953643799,0.10798224806785583,0.7877151370048523
cenario_3,26,0.06676862388849258,0.4302687644958496,0.678722083568573,0.11647090315818787
cenario_3,27,0.08820173889398575,0.7970068454742432,0.30382734537124634,0.8100898265838623
cenario_3,28,0.0669429674744606,0.7830137610435486,0.37197744846343994,0.0735483467578888
cenario_3,29,0.0316200889647007,0.4054875671863556,0.06034806743264198,0.44199010729789734
cenario_3,30,0.02284172736108303,1.0470547676086426,0.2978470027446747,0.8195055723190308
cenario_3,31,0.06472406536340714,1.0263890027999878,0.07586844265460968,0.3792724907398224
cenario_3,32,0.38476115465164185,0.06234840676188469,0.059302736073732376,0.46823760867118835
cenario_3,33,0.4352313280105591,0.037000637501478195,0.058563534170389175,0.47105661034584045
cenario_3,34,0.05457669869065285,0.6817162036895752,0.0941300243139267,0.6718843579292297
cenario_3,35,0.7403184771537781,0.10685373097658157,0.06499440968036652,0.4213382303714752
cenario_3,36,0.6454076170921326,0.1218653991818428,0.07640987634658813,0.4802829325199127
cenario_3,37,0.5405136942863464,0.16175039112567902,0.04493548348546028,0.6705675721168518
cenario_3,38,0.4569430649280548,0.15920577943325043,0.09676015377044678,0.4761204123497009
cenario_3,39,0.045461032539606094,0.43744367361068726,0.5510134100914001,0.09791359305381775
cenario_3,40,0.017727619037032127,0.45891618728637695,0.08538661897182465,0.6332318782806396
cenario_3,41,0.05452999845147133,0.44022372364997864,0.1765720546245575,0.5353811979293823
cenario_3,42,0.1861058473587036,0.4264645576477051,0.08243872225284576,0.45563068985939026
cenario_3,43,0.15646643936634064,0.4578113555908203,0.02234243042767048,0.7007620930671692
cenario_3,44,0.02379048429429531,0.723294734954834,0.42541107535362244,0.14945745468139648
cenario_3,45,0.5592555999755859,0.07869530469179153,0.0576273538172245,0.5018892288208008
cenario_3,46,0.5181347131729126,0.10760898143053055,0.09344738721847534,0.5515954494476318
cenario_3,47,0.10713306814432144,0.8917384743690491,1.9085789918899536,0.22529277205467224
cenario_3,48,0.06478894501924515,0.3908606171607971,0.0703529566526413,0.5161491632461548
cenario_3,49,0.1003950908780098,0.8598676919937134,0.1116562932729721,0.8842804431915283
cenario_3,50,0.07146666198968887,0.5351561903953552,0.7216897010803223,0.12105825543403625
cenario_3,51,0.041126761585474014,0.8947478532791138,0.09681586921215057,0.8701837658882141
cenario_3,52,0.6361194252967834,0.16113059222698212,0.07406839728355408,0.8230174779891968
cenario_3,53,0.7171100974082947,0.12955667078495026,0.03679639473557472,0.4653930962085724
cenario_3,54,0.07165122777223587,0.9590362906455994,1.322531819343567,0.24099260568618774
cenario_3,55,0.08675885945558548,0.511502742767334,0.06849905848503113,0.6036658883094788
cenario_3,56,0.048374805599451065,0.9000202417373657,0.06057995930314064,0.9555895924568176
cenario_3,57,0.07003361731767654,0.6024574041366577,0.7985511422157288,0.10329142212867737
cenario_3,58,0.04500705376267433,0.8493568897247314,0.0882849246263504,0.8953334093093872
cenario_3,59,0.7762723565101624,0.11121023446321487,0.06408680975437164,0.882055938243866
cenario_3,60,0.805313229560852,0.09362740069627762,0.05521799996495247,0.448709100484848
cenario_3,61,1.0896830558776855,0.19525444507598877,0.06792929768562317,0.8347901105880737
cenario_3,62,1.0624864101409912,0.1970987617969513,0.07713021337985992,0.8792517185211182
cenario_3,63,0.05162695422768593,0.41435131430625916,0.07425889372825623,0.4859867990016937
cenario_3,64,1.95623779296875,0.2161424458026886,0.06063332036137581,1.043020486831665
cenario_3,65,1.9103552103042603,0.23782889544963837,0.04721995070576668,0.5401653051376343
cenario_3,66,0.023942595347762108,0.4230230152606964,0.06153121963143349,0.38822102546691895
cenario_3,67,1.4028724431991577,0.3638007640838623,0.13400496542453766,0.9826359152793884
cenario_3,68,1.556304693222046,0.3620282709598541,0.021021442487835884,0.41510239243507385
cenario_3,69,0.047120992094278336,0.5154113173484802,0.07795204222202301,0.5409936904907227
cenario_3,70,0.068342424929142,0.9380213022232056,1.0215704441070557,0.20404687523841858
cenario_3,71,0.04061824455857277,0.4785206913948059,0.056480709463357925,0.5800042748451233
cenario_3,72,0.06480062752962112,0.9258213043212891,0.0777868777513504,0.9287049174308777
cenario_3,73,0.05593040958046913,0.5866253972053528,0.05002861097455025,0.6702772974967957
cenario_3,74,0.04508194699883461,0.8393879532814026,0.04780839756131172,0.9099184274673462
cenario_3,75,0.02375287376344204,0.6793249249458313,0.08785462379455566,0.7127185463905334
cenario_3,76,0.06774861365556717,0.9888617396354675,1.6190016269683838,0.3073253929615021
cenario_3,77,0.08038661628961563,0.5518537759780884,0.9511181712150574,0.0726315975189209
cenario_3,78,0.05989241972565651,0.9607961177825928,0.11847467720508575,0.9521799087524414
cenario_3,79,0.9775367379188538,0.07784656435251236,0.04474632814526558,0.9566358923912048
cenario_3,80,0.9624661803245544,0.04846898838877678,0.04756024852395058,0.5358133912086487
cenario_3,81,1.356027364730835,0.22729705274105072,0.08142848312854767,0.9864178895950317
cenario_3,82,1.3255397081375122,0.23831935226917267,0.07442401349544525,0.9598425030708313
cenario_3,83,0.0502471961081028,0.4900093674659729,0.08437053859233856,0.5106553435325623
cenario_3,84,1.1130735874176025,0.14131121337413788,0.07169270515441895,0.9967460036277771
cenario_3,85,1.1577374935150146,0.1509792059659958,0.01838541217148304,0.49073073267936707
cenario_3,86,0.046748969703912735,1.025602102279663,1.032195806503296,0.16890376806259155
cenario_3,87,0.055771056562662125,0.6852183938026428,1.1693825721740723,0.12685993313789368
cenario_3,88,1.052594542503357,0.188517227768898,0.15982340276241302,0.44149065017700195
cenario_3,89,1.0185424089431763,0.1689751297235489,0.18947607278823853,0.5112898349761963
cenario_3,90,0.2833341658115387,0.3795171082019806,0.078399658203125,0.6389939785003662
cenario_3,91,0.28780606389045715,0.37864091992378235,0.1185763031244278,0.5204891562461853
cenario_3,92,0.12369988113641739,0.5145821571350098,0.04173015430569649,0.5440044403076172
cenario_3,93,0.187899649143219,0.5424346327781677,0.20197893679141998,0.1582346260547638
cenario_3,94,0.4151957929134369,0.30857354402542114,0.23543953895568848,0.36388158798217773
cenario_3,95,0.37093716859817505,0.3066962957382202,0.25075531005859375,0.08144715428352356
cenario_3,96,0.017918115481734276,0.5674965381622314,0.05412808433175087,0.5797580480575562
cenario_3,97,0.07586637884378433,0.8069489598274231,0.25025153160095215,0.3472496569156647
cenario_3,98,0.02560914121568203,0.7929819822311401,0.07729026675224304,0.5644205212593079
cenario_3,99,0.17239953577518463,0.087127186357975,0.04383735731244087,0.6882687211036682
cenario_3,100,0.21640338003635406,0.0722537413239479,0.07676392793655396,0.4953395426273346
cenario_4,1,0.09243402630090714,0.040406566113233566,0.398650199174881,0.06183144450187683
cenario_4,2,0.10811496526002884,0.0681423619389534,0.10000579059123993,0.31390824913978577
cenario_4,3,0.04376066103577614,0.5493558049201965,0.4080166518688202,0.29418331384658813
cenario_4,4,0.10266575962305069,0.5844309329986572,0.6522587537765503,0.13322940468788147
cenario_4,5,0.02900603972375393,0.4939562678337097,0.13106904923915863,0.5142992734909058
cenario_4,6,0.6166444420814514,0.17742140591144562,0.06021905317902565,0.5220388174057007
cenario_4,7,0.6605918407440186,0.15679042041301727,0.03355202451348305,0.6342524886131287
cenario_4,8,0.7697713375091553,0.12550492584705353,0.05226460471749306,0.482896625995636
cenario_4,9,0.7706530690193176,0.10746974498033524,0.05466117337346077,0.6391193866729736
cenario_4,10,0.05133986845612526,0.5129689574241638,0.04278642311692238,0.6504599452018738
cenario_4,11,0.08850813657045364,0.6786441802978516,0.7731101512908936,0.11649036407470703
cenario_4,12,0.06731078773736954,0.630195677280426,0.7164276242256165,0.10856989026069641
cenario_4,13,0.03897014632821083,0.687609851360321,0.07698814570903778,0.6824913024902344
cenario_4,14,0.6490569710731506,0.1350441426038742,0.08440643548965454,0.43101823329925537
cenario_4,15,0.6888076066970825,0.1272064596414566,0.054419416934251785,0.7778453826904297
cenario_4,16,0.7191645503044128,0.23581305146217346,0.05087076500058174,0.7483189702033997
